paper_id,fit_status,strict_bin,lenient_best_bin,claims_total,claims_covered,claim_ratio,per_paper_total_gb,per_paper_max_asset_gb
bamboo-01328,oversize-total,,,0,0,0.0,275.678,129.089
bamboo-01329,leftover,,,9,0,0.0,56.811,14.901
bamboo-01330,leftover,,,6,0,0.0,13.4,12.6
bamboo-01331,strict,50,,6,6,1.0,6.46,3.362
bamboo-01332,oversize-floor,,,0,0,0.0,1321.494,1210.719
bamboo-01333,leftover,,,6,0,0.0,52.506,24.2
bamboo-01334,oversize-total,,,0,0,0.0,172.605,130.4
bamboo-01335,leftover,,,0,0,0.0,14.413,13.489
bamboo-01336,strict,4,,3,3,1.0,36.8,24.2
bamboo-01337,leftover,,,0,0,0.0,56.056,17.214
bamboo-01338,strict,18,,0,0,1.0,63.774,25.796
bamboo-01339,strict,5,,0,0,1.0,0.07,0.07
bamboo-01340,strict,59,,0,0,1.0,9.095,7.655
bamboo-01341,oversize-total,,,0,0,0.0,155.482,130.4
bamboo-01342,oversize-floor,,,0,0,0.0,515.532,225.498
bamboo-01343,oversize-floor,,,2,0,0.0,462.533,458.406
bamboo-01344,leftover,,,6,0,0.0,18.874,14.9
bamboo-01345,strict,46,,6,6,1.0,5.331,4.604
bamboo-01346,leftover,,,0,0,0.0,51.373,22.0
bamboo-01347,oversize-floor,,,7,0,0.0,883.247,618.284
bamboo-01348,leftover,,,0,0,0.0,41.908,14.9
bamboo-01349,oversize-total,,,6,0,0.0,242.638,135.0
bamboo-01350,strict,42,,0,0,1.0,4.213,3.954
bamboo-01351,strict,2,,0,0,1.0,27.9,14.9
bamboo-01352,oversize-total,,,5,0,0.0,216.426,130.4
bamboo-01353,strict,1,,0,0,1.0,0.0,0.0
bamboo-01354,leftover,,,0,0,0.0,80.173,24.2
bamboo-01355,strict,6,,1,1,1.0,1.49,1.49
bamboo-01356,oversize-total,,,4,0,0.0,177.712,130.4
bamboo-01357,leftover,,,14,0,0.0,57.216,14.185
bamboo-01358,oversize-total,,,3,0,0.0,233.707,120.878
bamboo-01359,leftover,,,9,0,0.0,123.323,53.905
bamboo-01360,leftover,,,4,0,0.0,72.646,25.103
bamboo-01361,strict,36,,6,6,1.0,3.082,2.118
bamboo-01362,oversize-total,,,0,0,0.0,155.029,24.868
bamboo-01363,leftover,,,0,0,0.0,68.938,67.679
bamboo-01364,leftover,,,0,0,0.0,65.423,17.509
bamboo-01365,leftover,,,0,0,0.0,17.07,14.958
bamboo-01366,oversize-total,,,0,0,0.0,165.709,125.706
bamboo-01367,leftover,,,0,0,0.0,10.189,3.742
bamboo-01368,leftover,,,8,0,0.0,114.366,69.849
bamboo-01369,leftover,,,8,0,0.0,33.267,18.0
bamboo-01370,leftover,,,6,0,0.0,17.996,7.078
bamboo-01371,leftover,,,7,0,0.0,50.416,15.444
bamboo-01372,leftover,,,4,0,0.0,25.032,22.532
bamboo-01373,leftover,,53,7,1,0.143,144.262,61.028
bamboo-01374,oversize-total,,,8,0,0.0,230.506,130.4
bamboo-01375,leftover,,,0,0,0.0,46.903,18.0
bamboo-01376,oversize-floor,,,5,0,0.0,265.191,177.4
bamboo-01377,strict,32,,5,5,1.0,2.366,0.8
bamboo-01378,strict,4,,7,7,1.0,29.1,14.9
bamboo-01379,strict,58,,6,6,1.0,8.988,4.371
bamboo-01380,oversize-floor,,,7,0,0.0,472.08,439.106
bamboo-01381,leftover,,15,3,1,0.333,53.094,22.352
bamboo-01382,strict,1,,0,0,1.0,0.0,0.0
bamboo-01383,leftover,,,9,0,0.0,22.315,21.973
bamboo-01384,leftover,,,10,0,0.0,122.055,61.028
bamboo-01385,leftover,,,1,0,0.0,138.21,39.599
bamboo-01386,strict,24,,8,8,1.0,1.439,0.8
bamboo-01387,strict,31,,9,9,1.0,1.662,0.8
bamboo-01388,leftover,,,4,0,0.0,22.564,14.2
bamboo-01389,leftover,,,5,0,0.0,40.367,14.901
bamboo-01390,leftover,,,10,0,0.0,32.92,14.9
bamboo-01391,strict,1,,0,0,1.0,0.0,0.0
bamboo-01392,oversize-total,,,1,0,0.0,349.833,61.028
bamboo-01393,oversize-total,,,2,0,0.0,178.298,135.0
bamboo-01394,strict,19,,5,5,1.0,28.39,14.2
bamboo-01395,leftover,,,1,0,0.0,40.079,14.9
bamboo-01396,oversize-total,,,2,0,0.0,157.377,25.903
bamboo-01397,leftover,,,3,0,0.0,47.223,18.0
bamboo-01398,leftover,,,2,0,0.0,52.271,24.2
bamboo-01399,oversize-floor,,,2,0,0.0,190.872,155.0
bamboo-01400,oversize-total,,,2,0,0.0,222.939,98.472
bamboo-01401,leftover,,,1,0,0.0,19.965,14.209
bamboo-01402,leftover,,60,4,3,0.75,114.726,27.001
bamboo-01403,oversize-total,,,6,0,0.0,153.518,61.028
bamboo-01404,oversize-floor,,,0,0,0.0,586.732,230.854
bamboo-01405,strict,56,,10,10,1.0,7.79,3.19
bamboo-01406,strict,1,,11,11,1.0,119.792,25.103
bamboo-01407,oversize-total,,,1,0,0.0,633.712,135.0
bamboo-01408,oversize-floor,,30,13,4,0.308,1034.286,800.0
bamboo-01409,strict,59,,7,7,1.0,9.388,3.0
bamboo-01410,leftover,,10,13,3,0.231,32.988,31.388
bamboo-01411,leftover,,,1,0,0.0,48.441,25.103
bamboo-01412,strict,22,,9,9,1.0,0.9,0.8
bamboo-01413,oversize-floor,,,1,0,0.0,1018.682,439.106
bamboo-01414,leftover,,,2,0,0.0,138.158,135.0
bamboo-01415,oversize-total,,,0,0,0.0,238.703,61.028
bamboo-01416,leftover,,,5,0,0.0,27.072,14.2
bamboo-01417,strict,21,,8,8,1.0,0.82,0.41
bamboo-01418,leftover,,,9,0,0.0,36.732,14.9
bamboo-01419,oversize-total,,,2,0,0.0,261.593,125.95
bamboo-01420,oversize-total,,,3,0,0.0,396.504,146.047
bamboo-01421,strict,1,,0,0,1.0,0.0,0.0
bamboo-01422,strict,2,,11,11,1.0,13.997,12.6
bamboo-01423,oversize-floor,,,5,0,0.0,491.064,155.0
bamboo-01424,leftover,,4,10,2,0.2,22.203,14.9
bamboo-01425,leftover,,,4,0,0.0,53.246,15.445
bamboo-01426,oversize-total,,,0,0,0.0,213.943,61.028
bamboo-01427,strict,4,,12,12,1.0,6.5,6.5
bamboo-01428,strict,41,,2,2,1.0,4.0,0.8
bamboo-01429,leftover,,,12,0,0.0,138.01,135.0
bamboo-01430,strict,38,,7,7,1.0,3.186,3.0
bamboo-01431,strict,4,,0,0,1.0,49.342,14.9
bamboo-01432,leftover,,,0,0,0.0,43.627,7.169
bamboo-01433,leftover,,,0,0,0.0,147.798,52.0
bamboo-01434,strict,1,,0,0,1.0,0.0,0.0
bamboo-01435,oversize-floor,,,14,0,0.0,1335.256,1300.0
bamboo-01436,leftover,,,6,0,0.0,25.66,25.66
bamboo-01437,oversize-floor,,,5,0,0.0,291.788,284.0
bamboo-01438,strict,11,,0,0,1.0,15.051,14.9
bamboo-01439,strict,28,,11,11,1.0,131.2,130.4
bamboo-01440,leftover,,,0,0,0.0,133.171,60.0
bamboo-01441,leftover,,,2,0,0.0,17.897,14.9
bamboo-01442,leftover,,,5,0,0.0,54.111,24.2
bamboo-01443,oversize-total,,,6,0,0.0,182.665,130.4
bamboo-01444,strict,50,,6,6,1.0,6.258,4.172
bamboo-01445,leftover,,,4,0,0.0,54.07,24.244
bamboo-01446,strict,34,,9,9,1.0,2.615,0.8
bamboo-01447,oversize-floor,,,0,0,0.0,223683.084,223517.418
bamboo-01448,leftover,,,4,0,0.0,113.512,65.157
bamboo-01449,leftover,,,3,0,0.0,74.145,20.0
bamboo-01450,oversize-floor,,,0,0,0.0,11609.799,11548.495
bamboo-01451,oversize-floor,,,5,0,0.0,14716.91,11548.495
bamboo-01452,oversize-total,,,4,0,0.0,152.331,135.0
bamboo-01453,strict,25,,6,6,1.0,105.295,61.028
bamboo-01454,strict,2,,1,1,1.0,0.029,0.029
bamboo-01455,leftover,,,5,0,0.0,51.153,29.215
bamboo-01456,oversize-floor,,,5,0,0.0,385.183,330.441
bamboo-01457,oversize-floor,,,7,0,0.0,1872.214,1871.414
bamboo-01458,oversize-floor,,,7,0,0.0,878.579,428.312
bamboo-01459,strict,1,,0,0,1.0,0.0,0.0
bamboo-01460,oversize-floor,,,0,0,0.0,645.727,558.794
bamboo-01461,leftover,,,8,0,0.0,29.55,14.9
bamboo-01462,leftover,,,9,0,0.0,62.842,20.0
bamboo-01463,leftover,,,0,0,0.0,85.073,61.028
bamboo-01464,oversize-floor,,,2,0,0.0,645.727,180.0
bamboo-01465,leftover,,,8,0,0.0,35.418,15.641
bamboo-01466,strict,25,,7,7,1.0,14.986,14.185
bamboo-01467,leftover,,,7,0,0.0,41.756,14.958
bamboo-01468,leftover,,,8,0,0.0,76.716,25.146
bamboo-01469,leftover,,8,7,3,0.429,132.826,130.4
bamboo-01470,oversize-total,,,7,0,0.0,165.026,63.594
bamboo-01471,strict,31,,4,4,1.0,1.674,0.8
bamboo-01472,oversize-total,,,7,0,0.0,187.498,122.055
bamboo-01473,oversize-floor,,,2,0,0.0,632.75,565.012
bamboo-01474,strict,54,,0,0,1.0,8.308,5.588
bamboo-01475,strict,39,,7,7,1.0,6.958,6.24
bamboo-01476,oversize-floor,,,8,0,0.0,1244.552,1210.719
bamboo-01477,strict,45,,8,8,1.0,10.917,5.6
bamboo-01478,strict,43,,6,6,1.0,4.6,3.0
bamboo-01479,oversize-floor,,,3,0,0.0,969.546,914.413
bamboo-01480,strict,52,,0,0,1.0,6.9,3.0
bamboo-01481,leftover,,,3,0,0.0,75.698,25.264
bamboo-01482,strict,32,,7,7,1.0,2.4,0.8
bamboo-01483,oversize-floor,,,1,0,0.0,1308.377,1303.852
bamboo-01484,leftover,,,0,0,0.0,34.753,18.455
bamboo-01485,oversize-floor,,,7,0,0.0,787.605,428.312
bamboo-01486,oversize-floor,,,8,0,0.0,329.054,230.951
bamboo-01487,strict,54,,6,6,1.0,7.6,3.0
bamboo-01488,oversize-floor,,,7,0,0.0,326.0,326.0
bamboo-01489,leftover,,,8,0,0.0,40.244,36.621
bamboo-01490,strict,54,,7,7,1.0,11.588,5.588
bamboo-01491,oversize-floor,,,8,0,0.0,272.23,155.0
bamboo-01492,oversize-floor,,,7,0,0.0,156.4,155.0
bamboo-01493,oversize-floor,,,0,0,0.0,383.565,252.134
bamboo-01494,leftover,,,0,0,0.0,66.682,25.0
bamboo-01495,oversize-total,,,2,0,0.0,188.431,136.729
bamboo-01496,oversize-floor,,,3,0,0.0,1253.575,1210.719
bamboo-01497,leftover,,,7,0,0.0,49.821,14.901
bamboo-01498,leftover,,,2,0,0.0,111.383,82.966
bamboo-01499,leftover,,,0,0,0.0,94.372,78.372
bamboo-01500,oversize-floor,,,3,0,0.0,407.683,292.721
bamboo-01501,oversize-floor,,,0,0,0.0,2269.777,1210.719
bamboo-01502,strict,22,,9,9,1.0,1.738,0.838
bamboo-01503,oversize-floor,,,0,0,0.0,590.884,588.166
bamboo-01504,leftover,,,9,0,0.0,49.836,42.466
bamboo-01505,oversize-floor,,,7,0,0.0,250.83,180.0
bamboo-01506,oversize-floor,,,9,0,0.0,986.814,684.868
bamboo-01507,oversize-floor,,,3,0,0.0,171.493,166.893
bamboo-01508,strict,7,,2,2,1.0,55.717,50.0
bamboo-01509,oversize-floor,,,2,0,0.0,1334.791,1210.719
bamboo-01510,oversize-floor,,1,7,2,0.286,182.88,155.0
bamboo-01511,oversize-floor,,,8,0,0.0,209.584,191.632
bamboo-01512,leftover,,,4,0,0.0,19.298,4.005
bamboo-01513,strict,12,,8,8,1.0,7.4,3.0
bamboo-01514,leftover,,,8,0,0.0,31.26,19.0
bamboo-01515,strict,58,,8,8,1.0,11.53,3.73
bamboo-01516,strict,52,,6,6,1.0,9.405,4.005
bamboo-01517,strict,48,,7,7,1.0,6.527,4.34
bamboo-01518,leftover,,,4,0,0.0,18.351,9.03
bamboo-01519,oversize-floor,,,5,0,0.0,642.549,640.484
bamboo-01520,leftover,,,7,0,0.0,16.161,5.0
bamboo-01521,leftover,,,8,0,0.0,87.56,25.0
bamboo-01522,oversize-total,,,2,0,0.0,517.747,120.878
bamboo-01523,leftover,,,4,0,0.0,10.21,3.0
bamboo-01524,oversize-floor,,53,7,1,0.143,596.251,428.312
bamboo-01525,leftover,,,1,0,0.0,107.512,102.112
bamboo-01526,strict,43,,6,6,1.0,4.6,3.0
bamboo-01527,leftover,,,0,0,0.0,21.872,19.472
bamboo-01528,oversize-floor,,,6,0,0.0,162.5,155.0
bamboo-01529,leftover,,,0,0,0.0,67.611,25.0
bamboo-01530,oversize-floor,,,5,0,0.0,160.439,155.0
bamboo-01531,oversize-floor,,,8,0,0.0,230.023,158.908
bamboo-01532,oversize-floor,,,8,0,0.0,3171.436,1957.114
bamboo-01533,oversize-floor,,36,8,4,0.5,350.49,314.971
bamboo-01534,strict,38,,5,5,1.0,3.313,0.913
bamboo-01535,oversize-floor,,,0,0,0.0,314.482,166.893
bamboo-01536,strict,43,,7,7,1.0,4.354,3.554
bamboo-01537,strict,53,,5,5,1.0,7.114,0.8
bamboo-01538,leftover,,,8,0,0.0,129.825,30.562
bamboo-01539,leftover,,,19,0,0.0,41.999,14.198
bamboo-01540,leftover,,,4,0,0.0,12.8,3.0
bamboo-01541,strict,31,,4,4,1.0,1.958,1.397
bamboo-01542,strict,32,,0,0,1.0,2.2,0.8
bamboo-01543,strict,36,,0,0,1.0,3.035,2.235
bamboo-01544,strict,48,,4,4,1.0,10.583,4.34
bamboo-01545,leftover,,,9,0,0.0,11.471,3.0
bamboo-01546,leftover,,,7,0,0.0,9.882,4.859
bamboo-01547,leftover,,,3,0,0.0,17.745,14.9
bamboo-01548,oversize-floor,,,2,0,0.0,349.093,218.029
bamboo-01549,oversize-floor,,,4,0,0.0,1316.983,1210.719
bamboo-01550,oversize-floor,,,3,0,0.0,199.562,155.0
bamboo-01551,strict,3,,0,0,1.0,53.905,53.905
bamboo-01552,leftover,,,15,0,0.0,11.6,3.0
bamboo-01553,strict,7,,11,11,1.0,18.015,17.249
bamboo-01554,leftover,,,4,0,0.0,20.129,12.107
bamboo-01555,oversize-floor,,,2,0,0.0,176.111,153.539
bamboo-01556,leftover,,,3,0,0.0,120.799,53.905
bamboo-01557,strict,42,,3,3,1.0,4.227,3.0
bamboo-01558,leftover,,,6,0,0.0,40.437,16.486
bamboo-01559,leftover,,,15,0,0.0,76.2,10.0
bamboo-01560,leftover,,,1,0,0.0,117.08,91.053
bamboo-01561,strict,47,,0,0,1.0,6.918,4.843
bamboo-01562,strict,38,,11,11,1.0,3.25,3.25
bamboo-01563,strict,16,,1,1,1.0,0.8,0.8
bamboo-01564,leftover,,,14,0,0.0,20.056,15.042
bamboo-01565,oversize-floor,,,0,0,0.0,458.755,261.655
bamboo-01566,leftover,,,8,0,0.0,10.978,7.473
bamboo-01567,oversize-floor,,,15,0,0.0,706.895,640.484
bamboo-01568,oversize-floor,,,12,0,0.0,908.884,906.371
bamboo-01569,strict,45,,4,4,1.0,10.067,6.5
bamboo-01570,leftover,,,0,0,0.0,96.564,56.097
bamboo-01571,oversize-floor,,,0,0,0.0,1669.565,1396.984
bamboo-01572,strict,16,,0,0,1.0,4.657,4.657
bamboo-01573,leftover,,,11,0,0.0,14.684,6.854
bamboo-01574,strict,36,,0,0,1.0,3.152,1.552
bamboo-01575,strict,57,,11,11,1.0,9.954,3.0
bamboo-01576,oversize-total,,,15,0,0.0,168.685,27.001
bamboo-01577,oversize-floor,,,13,0,0.0,2972.984,2971.032
bamboo-01578,leftover,,,13,0,0.0,14.7,8.3
bamboo-01579,strict,43,,0,0,1.0,4.918,3.0
bamboo-01580,strict,40,,0,0,1.0,3.845,0.8
bamboo-01581,oversize-floor,,,13,0,0.0,332.8,326.0
bamboo-01582,strict,5,,3,3,1.0,0.863,0.8
bamboo-01583,oversize-floor,,,3,0,0.0,560.006,558.406
bamboo-01584,oversize-floor,,,17,0,0.0,164.0,155.0
bamboo-01585,leftover,,,3,0,0.0,12.402,4.657
bamboo-01586,leftover,,,0,0,0.0,64.717,25.0
bamboo-01587,strict,17,,11,11,1.0,0.8,0.8
bamboo-01588,strict,44,,5,5,1.0,4.6,3.0
bamboo-01589,leftover,,,0,0,0.0,64.919,25.0
bamboo-01590,oversize-floor,,,4,0,0.0,1223.262,1057.994
bamboo-01591,oversize-floor,,,15,0,0.0,168.939,155.0
bamboo-01592,oversize-floor,,5,2,2,1.0,157.25,155.0
bamboo-01593,oversize-floor,,,2,0,0.0,444.712,155.0
bamboo-01594,leftover,,,16,0,0.0,55.909,19.0
bamboo-01595,strict,46,,7,7,1.0,5.241,1.161
bamboo-01596,strict,43,,18,18,1.0,4.6,3.0
bamboo-01597,leftover,,,2,0,0.0,39.087,32.175
bamboo-01598,oversize-floor,,,0,0,0.0,8395.027,8381.903
bamboo-01599,leftover,,,1,0,0.0,22.916,4.912
bamboo-01600,oversize-floor,,,15,0,0.0,2552.311,1210.719
bamboo-01601,strict,47,,2,2,1.0,5.468,0.8
bamboo-01602,oversize-floor,,,2,0,0.0,273.169,155.0
bamboo-01603,strict,43,,2,2,1.0,4.6,3.0
bamboo-01604,leftover,,,0,0,0.0,108.213,89.587
bamboo-01605,oversize-total,,,4,0,0.0,285.767,98.472
bamboo-01606,oversize-floor,,,18,0,0.0,780.438,566.231
bamboo-01607,oversize-total,,,3,0,0.0,200.898,66.646
bamboo-01608,strict,33,,3,3,1.0,2.5,0.8
bamboo-01609,leftover,,,12,0,0.0,92.935,74.506
bamboo-01610,oversize-floor,,45,14,11,0.786,168.449,155.0
bamboo-01611,oversize-floor,,,0,0,0.0,335.733,326.0
bamboo-01612,oversize-floor,,,0,0,0.0,726.328,650.0
bamboo-01613,oversize-floor,,,19,0,0.0,274.924,155.0
bamboo-01614,oversize-floor,,3,17,13,0.765,156.532,155.0
bamboo-01615,oversize-floor,,,0,0,0.0,246.165,166.893
bamboo-01616,oversize-floor,,,19,0,0.0,1252.945,964.238
bamboo-01617,oversize-floor,,,6,0,0.0,6556.942,6519.258
bamboo-01618,leftover,,,4,0,0.0,116.558,83.819
bamboo-01619,oversize-floor,,,0,0,0.0,339.909,326.0
bamboo-01620,oversize-total,,,0,0,0.0,199.278,95.421
bamboo-01621,strict,44,,14,14,1.0,4.789,3.189
bamboo-01622,leftover,,,2,0,0.0,97.866,94.066
bamboo-01623,leftover,,,5,0,0.0,50.377,44.013
bamboo-01624,oversize-floor,,,0,0,0.0,230.773,155.0
bamboo-01625,leftover,,,12,0,0.0,21.072,5.6
bamboo-01626,strict,52,,15,15,1.0,6.989,5.35
bamboo-01627,leftover,,,0,0,0.0,55.182,53.905
bamboo-01628,oversize-floor,,,4,0,0.0,328.025,311.869
bamboo-01629,strict,22,,0,0,1.0,1.134,0.8
bamboo-01630,oversize-floor,,,4,0,0.0,298468.282,223517.418
bamboo-01631,oversize-floor,,,5,0,0.0,1417.263,1210.719
bamboo-01632,leftover,,,5,0,0.0,18.86,15.562
bamboo-01633,strict,57,,9,9,1.0,8.4,3.0
bamboo-01634,leftover,,,3,0,0.0,14.8,4.005
bamboo-01635,oversize-floor,,,0,0,0.0,191.277,155.0
bamboo-01636,leftover,,,1,0,0.0,29.173,28.389
bamboo-01637,strict,54,,0,0,1.0,7.6,3.0
bamboo-01638,strict,39,,5,5,1.0,3.8,3.0
bamboo-01639,leftover,,,15,0,0.0,9.8,3.0
bamboo-01640,strict,17,,0,0,1.0,0.8,0.8
bamboo-01641,oversize-floor,,,0,0,0.0,163.486,155.0
bamboo-01642,oversize-floor,,,4,0,0.0,329.904,326.0
bamboo-01643,strict,26,,4,4,1.0,1.6,0.8
bamboo-01644,strict,40,,0,0,1.0,3.8,3.0
bamboo-01645,leftover,,,0,0,0.0,24.507,24.507
bamboo-01646,leftover,,,2,0,0.0,67.876,25.0
bamboo-01647,leftover,,,12,0,0.0,60.53,25.745
bamboo-01648,leftover,,,0,0,0.0,100.254,24.868
bamboo-01649,leftover,,,4,0,0.0,118.224,32.539
bamboo-01650,oversize-floor,,,0,0,0.0,4458.989,1862.645
bamboo-01651,oversize-total,,,0,0,0.0,154.032,116.688
bamboo-01652,oversize-floor,,,0,0,0.0,288.679,155.0
bamboo-01653,leftover,,,0,0,0.0,14.727,8.0
bamboo-01654,leftover,,,0,0,0.0,89.066,52.044
bamboo-01655,strict,52,,0,0,1.0,6.8,3.0
bamboo-01656,leftover,,,14,0,0.0,64.543,13.503
bamboo-01657,oversize-total,,,5,0,0.0,151.573,93.375
bamboo-01658,leftover,,,0,0,0.0,74.272,45.626
bamboo-01659,oversize-total,,,0,0,0.0,174.633,138.82
bamboo-01660,strict,1,,25,25,1.0,0.582,0.25
bamboo-01661,leftover,,,0,0,0.0,111.288,79.471
bamboo-01662,strict,39,,2,2,1.0,4.919,2.804
bamboo-01663,strict,22,,13,13,1.0,0.9,0.8
bamboo-01664,oversize-floor,,,0,0,0.0,222.505,155.0
bamboo-01665,leftover,,,0,0,0.0,89.9,19.0
bamboo-01666,oversize-floor,,,4,0,0.0,1520.709,650.0
bamboo-01667,leftover,,,2,0,0.0,91.958,44.013
bamboo-01668,leftover,,,7,0,0.0,20.438,4.912
bamboo-01669,oversize-floor,,,11,0,0.0,6740.094,6519.258
bamboo-01670,oversize-total,,,3,0,0.0,237.38,91.053
bamboo-01671,oversize-floor,,,0,0,0.0,2736.808,1210.719
bamboo-01672,oversize-floor,,,6,0,0.0,725.459,428.312
bamboo-01673,oversize-floor,,,2,0,0.0,3291.953,1862.645
bamboo-01674,strict,37,,0,0,1.0,43.777,41.736
bamboo-01675,oversize-floor,,,2,0,0.0,1481.787,1030.745
bamboo-01676,leftover,,,2,0,0.0,45.061,11.593
bamboo-01677,leftover,,,4,0,0.0,96.838,63.443
bamboo-01678,strict,17,,0,0,1.0,0.8,0.8
bamboo-01679,leftover,,,4,0,0.0,78.792,74.392
bamboo-01680,oversize-total,,,0,0,0.0,459.513,136.31
bamboo-01681,leftover,,,0,0,0.0,20.789,17.05
bamboo-01682,oversize-floor,,,10,0,0.0,691.191,428.312
bamboo-01683,strict,49,,0,0,1.0,7.6,3.0
bamboo-01684,leftover,,3,5,2,0.4,84.763,53.905
bamboo-01685,oversize-floor,,,16,0,0.0,620.587,326.0
bamboo-01686,strict,13,,0,0,1.0,19.842,12.945
bamboo-01687,strict,33,,14,14,1.0,2.418,0.8
bamboo-01688,leftover,,,15,0,0.0,66.84,25.0
bamboo-01689,strict,19,,0,0,1.0,0.8,0.8
bamboo-01690,leftover,,,0,0,0.0,14.073,3.0
bamboo-01691,strict,13,,1,1,1.0,6.896,6.896
bamboo-01692,leftover,,,3,0,0.0,100.999,53.905
bamboo-01693,strict,20,,10,10,1.0,0.8,0.8
bamboo-01694,oversize-floor,,,1,0,0.0,164.752,155.0
bamboo-01695,strict,13,,4,4,1.0,0.8,0.8
bamboo-01696,oversize-floor,,17,14,1,0.071,256.269,252.375
bamboo-01697,oversize-floor,,,2,0,0.0,1634.113,1488.147
bamboo-01698,oversize-floor,,,3,0,0.0,318.774,314.974
bamboo-01699,strict,13,,0,0,1.0,2.295,0.8
bamboo-01700,oversize-floor,,,3,0,0.0,1015.448,687.569
bamboo-01701,leftover,,,3,0,0.0,25.683,24.083
bamboo-01702,strict,50,,0,0,1.0,6.3,3.0
bamboo-01703,leftover,,,14,0,0.0,23.719,12.6
bamboo-01704,strict,43,,9,9,1.0,4.37,3.105
bamboo-01705,oversize-floor,,7,12,2,0.167,194.272,155.0
bamboo-01706,oversize-floor,,,6,0,0.0,184.188,180.0
bamboo-01707,oversize-floor,,,13,0,0.0,1663.648,1030.745
bamboo-01708,oversize-floor,,,7,0,0.0,328.218,286.526
bamboo-01709,oversize-floor,,,5,0,0.0,481.245,248.822
bamboo-01710,leftover,,,10,0,0.0,60.672,27.94
bamboo-01711,leftover,,,1,0,0.0,10.216,3.0
bamboo-01712,leftover,,,4,0,0.0,70.986,63.386
bamboo-01713,leftover,,,16,0,0.0,70.866,67.066
bamboo-01714,leftover,,,0,0,0.0,38.529,25.0
bamboo-01715,oversize-floor,,,5,0,0.0,334.76,326.0
bamboo-01716,leftover,,,1,0,0.0,19.483,12.573
bamboo-01717,leftover,,,4,0,0.0,16.847,7.671
bamboo-01718,leftover,,,0,0,0.0,28.606,10.855
bamboo-01719,oversize-floor,,,5,0,0.0,1233.481,1210.719
bamboo-01720,oversize-floor,,,2,0,0.0,1116.57,729.672
bamboo-01721,oversize-floor,,,0,0,0.0,1268.622,1210.719
bamboo-01722,leftover,,,4,0,0.0,118.435,56.097
bamboo-01723,oversize-total,,,4,0,0.0,301.429,125.176
bamboo-01724,strict,51,,3,3,1.0,6.592,3.0
bamboo-01725,oversize-total,,,2,0,0.0,242.663,71.372
bamboo-01726,leftover,,,6,0,0.0,28.434,21.634
bamboo-01727,strict,52,,5,5,1.0,10.13,4.005
bamboo-01728,oversize-floor,,,2,0,0.0,7608.859,7418.064
bamboo-01729,oversize-floor,,,5,0,0.0,200.139,155.0
bamboo-01730,leftover,,,5,0,0.0,42.727,39.126
bamboo-01731,leftover,,,6,0,0.0,18.801,11.201
bamboo-01732,leftover,,,4,0,0.0,14.4,3.0
bamboo-01733,oversize-floor,,,3,0,0.0,276.094,155.0
bamboo-01734,leftover,,,0,0,0.0,109.013,61.088
bamboo-01735,oversize-total,,,6,0,0.0,178.636,105.0
bamboo-01736,leftover,,,3,0,0.0,46.388,13.97
bamboo-01737,oversize-floor,,,8,0,0.0,507.673,326.0
bamboo-01738,strict,54,,6,6,1.0,7.819,5.588
bamboo-01739,oversize-total,,,0,0,0.0,187.681,96.259
bamboo-01740,oversize-floor,,,6,0,0.0,473.944,311.853
bamboo-01741,strict,46,,4,4,1.0,5.066,3.0
bamboo-01742,strict,34,,4,4,1.0,2.701,2.701
bamboo-01743,leftover,,,1,0,0.0,59.799,55.879
bamboo-01744,oversize-floor,,,2,0,0.0,325.393,261.655
bamboo-01745,strict,17,,0,0,1.0,0.8,0.8
bamboo-01746,strict,6,,2,2,1.0,2.401,0.801
bamboo-01747,leftover,,,2,0,0.0,86.766,82.966
bamboo-01748,oversize-floor,,36,3,1,0.333,316.335,314.971
bamboo-01749,oversize-floor,,,1,0,0.0,412.048,245.237
bamboo-01750,leftover,,,0,0,0.0,97.093,53.905
bamboo-01751,oversize-total,,,2,0,0.0,285.185,146.047
bamboo-01752,oversize-floor,,,0,0,0.0,833.493,712.551
bamboo-01753,leftover,,,0,0,0.0,25.424,6.928
bamboo-01754,strict,12,,4,4,1.0,120.841,116.688
bamboo-01755,oversize-floor,,7,1,1,1.0,277.448,155.0
bamboo-01756,strict,45,,1,1,1.0,8.453,3.0
bamboo-01757,leftover,,,2,0,0.0,24.737,3.0
bamboo-01758,strict,7,,0,0,1.0,14.387,10.845
bamboo-01759,strict,7,,7,7,1.0,1.251,0.8
bamboo-01760,oversize-floor,,,3,0,0.0,5796.142,2374.131
bamboo-01761,oversize-floor,,,6,0,0.0,158.166,155.0
bamboo-01762,oversize-floor,,,5,0,0.0,1944.681,1210.719
bamboo-01763,oversize-floor,,,11,0,0.0,190.149,162.415
bamboo-01764,oversize-floor,,,9,0,0.0,238.343,158.908
bamboo-01765,leftover,,,5,0,0.0,82.185,25.783
bamboo-01766,leftover,,,8,0,0.0,113.509,25.0
bamboo-01767,leftover,,,4,0,0.0,140.377,66.667
bamboo-01768,leftover,,,0,0,0.0,103.835,43.405
bamboo-01769,leftover,,,3,0,0.0,26.201,18.455
bamboo-01770,oversize-floor,,,13,0,0.0,637.998,631.998
bamboo-01771,strict,35,,0,0,1.0,29.869,25.264
bamboo-01772,strict,58,,0,0,1.0,8.747,4.217
bamboo-01773,oversize-floor,,,7,0,0.0,1627.86,627.154
