title	venue	code_url	arxiv_id	paper_url	code_commit	status	notes	repo_valid	stars	domain	venue_track
Personalized Federated Conformal Prediction with Localization	NeurIPS			https://openreview.net/forum?id=QQUhGPST45		auto					poster
UFO: A Unified Approach to Fine-grained Visual Perception via Open-ended Language Interface	NeurIPS	https://github.com/nnnth/UFO		https://openreview.net/forum?id=8omLr8BtjL	6976de9b3b84d54b7ebdd38e99c422ecbc8ba1cc	auto		True			spotlight
Enhancing Consistency of Flow-Based Image Editing through Kalman Control	NeurIPS			https://openreview.net/forum?id=ExVMnClnrM		auto					poster
DenseDPO: Fine-Grained Temporal Preference Optimization for Video Diffusion Models	NeurIPS			https://openreview.net/forum?id=YFa7eULIeN		auto					spotlight
Precise Asymptotics and Refined Regret of Variance-Aware UCB	NeurIPS			https://openreview.net/forum?id=A0M3apV5zI		auto					spotlight
On Inductive Biases That Enable Generalization in Diffusion Transformers	NeurIPS	https://github.com/DiT-Generalization/DiT-Generalization		https://openreview.net/forum?id=lE2cD7C9fk	948d9d404c7cdd5d2ca18b45712621847e559a8c	auto		True			poster
What We Miss Matters: Learning from the Overlooked in Point Cloud Transformers	NeurIPS			https://openreview.net/forum?id=bh56ijtRb9		auto					poster
FAME: Adaptive Functional Attention with Expert Routing for Function-on-Function Regression	NeurIPS			https://openreview.net/forum?id=eLHIERUitQ		auto					poster
Beyond Value Functions: Single-Loop Bilevel Optimization under Flatness Conditions	NeurIPS			https://openreview.net/forum?id=dCGQlVRa2B		auto					poster
Point-RFT: Improving Multimodal Reasoning with Visually Grounded Reinforcement Finetuning	NeurIPS			https://openreview.net/forum?id=wdyOwMISSR		auto					poster
Semi-Supervised Regression with Heteroscedastic Pseudo-Labels	NeurIPS			https://openreview.net/forum?id=Phi6C3kFy1		auto					poster
Hessian-guided Perturbed Wasserstein Gradient Flows for Escaping Saddle Points	NeurIPS			https://openreview.net/forum?id=gOUAak6f2P		auto					poster
InfMasking: Unleashing Synergistic Information  by Contrastive Multimodal Interactions	NeurIPS	https://github.com/brightest66/InfMasking		https://openreview.net/forum?id=6AbM9UG4aD	6773ed7e3deea81baae30b4779edca4f9569421f	auto		True			spotlight
K-DeCore: Facilitating Knowledge Transfer in Continual Structured Knowledge Reasoning via Knowledge Decoupling	NeurIPS			https://openreview.net/forum?id=stiJen3iNI		auto					poster
Eve3D: Elevating Vision Models for Enhanced 3D Surface Reconstruction via Gaussian Splatting	NeurIPS			https://openreview.net/forum?id=rRPyI2h0yN		auto					poster
Online Portfolio Selection with ML Predictions	NeurIPS			https://openreview.net/forum?id=zOFxp98km2		auto					poster
Adaptive Stochastic Coefficients for Accelerating Diffusion Sampling	NeurIPS	https://github.com/WLU-wry02/AdaSDE		https://openreview.net/forum?id=F8K6emqT6G	8f1b4b6e66b665a0124dd50a7244643ec1997808	auto		True			poster
Multi-Scale Finetuning for Encoder-based Time Series Foundation Models	NeurIPS	https://github.com/zqiao11/MSFT		https://openreview.net/forum?id=OPOBV0zXu7	e848f23a2e3445df3f1c0ecd970d0a2e7ace3dec	auto		True			poster
Contrastive Self-Supervised Learning As Neural Manifold Packing	NeurIPS			https://openreview.net/forum?id=eTgXolhWCH		auto					poster
LoTA-QAF: Lossless Ternary Adaptation for Quantization-Aware Fine-Tuning	NeurIPS			https://openreview.net/forum?id=9o7oH6DAHB		auto					poster
Shallow Flow Matching for Coarse-to-Fine Text-to-Speech Synthesis	NeurIPS			https://openreview.net/forum?id=SoRe80Tg48		auto					poster
Real-Time Scene-Adaptive Tone Mapping for High-Dynamic Range Object Detection	NeurIPS			https://openreview.net/forum?id=hAi0JapiZ7		auto					poster
GraphChain: Large Language Models for Large-scale Graph Analysis via Tool Chaining	NeurIPS			https://openreview.net/forum?id=Rdz6ESQYkK		auto					poster
From Style to Facts: Mapping the Boundaries of Knowledge Injection with Finetuning	NeurIPS			https://openreview.net/forum?id=OGgV9hpVGD		auto					poster
Extracting task-relevant preserved dynamics from contrastive aligned neural recordings	NeurIPS	https://github.com/schnitzer-lab/CANDY-public.git		https://openreview.net/forum?id=uvTea5Rfek	47d063c0fa02aadd495adcd60c0be624b8e59a15	auto		True			spotlight
Multi-Modal View Enhanced Large Vision Models for Long-Term Time Series Forecasting	NeurIPS	https://github.com/D2I-Group/dmmv		https://openreview.net/forum?id=PMdHrorFMF	642297108a71fa73f4623f437901e2427f567f87	auto		True			poster
Pruning-Robust Mamba with Asymmetric Multi-Scale Scanning Paths	NeurIPS			https://openreview.net/forum?id=BZSTC2RMEd		auto					poster
